"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","FG%","FT%","3PTM","PTS","REB","AST","ST","BLK","TO","Image"
"428.p.5832","82","Collins","John","UTA","Questionable","GTD - Back","C,PF","101.9","9.1","$3.7","100%","0.532","0.795","86","1027","575","77","40","61","98","https://s.yimg.com/iu/api/res/1.2/HiR4km1E3j7qXCdD0dLfVg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/5832.png"
"428.p.5336","83","Capela","Clint","ATL","Available","","C","76.9","7.0","$7.4","100%","0.571","0.631","0","836","776","91","43","106","74","https://s.yimg.com/iu/api/res/1.2/NCwYZE7EyWLYjwtNndOamg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/5336.png"
"428.p.5958","84","Ayton","Deandre","POR","Questionable","GTD - Back","C","52.3","4.9","$17.4","100%","0.570","0.823","1","920","609","90","56","42","99","https://s.yimg.com/iu/api/res/1.2/VNrA3rAK23rHgLzJa3YOQA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/5958.png"
"428.p.6016","85","Young","Trae","ATL","Available","","PG","17.6","2.0","$35.7","100%","0.430","0.855","175","1389","149","583","72","11","235","https://s.yimg.com/iu/api/res/1.2/3DR.2NWc1UV54ODZXA9QfQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6016.png"
"428.p.6406","86","Nesmith","Aaron","IND","Available","","PF,SF","131.5","11.4","$1.8","4%","0.496","0.781","140","877","275","108","65","49","64","https://s.yimg.com/iu/api/res/1.2/Xuc1WZk3fo2qmkpR__Itfg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6406.png"
"428.p.5327","87","Nurkic","Jusuf","PHX","Available","","C","99.5","8.9","$3.1","100%","0.510","0.640","22","829","837","301","81","80","175","https://s.yimg.com/iu/api/res/1.2/0vMF6dqtOLRkkIwph0yhqg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/5327.png"
"428.p.6562","88","Johnson","Jalen","ATL","Questionable","GTD - Ankle","PF,SF","102.4","9.1","$2.1","22%","0.511","0.728","71","896","488","203","67","47","101","https://s.yimg.com/iu/api/res/1.2/oyxIThi4oqG.LmbEHSLEfA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6562.png"
"428.p.6216","89","Poole","Jordan","WAS","Questionable","GTD - Illness","PG,SG","50.9","4.8","$20.4","100%","0.413","0.877","184","1356","212","343","86","25","188","https://s.yimg.com/iu/api/res/1.2/NyRZgdApaBDBc20MtAe3IQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6216.png"
"428.p.10104","90","Miller","Brandon","CHA","Questionable","GTD - Wrist","SF,SG","133.6","11.8","$2.0","77%","0.440","0.827","184","1279","315","175","66","42","132","https://s.yimg.com/iu/api/res/1.2/QH2T9DBS_YWBeomBmUXXYg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/10104.png"
"428.p.6450","91","Reed","Paul","PHI","Available","","C,PF","144.9","12.9","$1.4","43%","0.540","0.718","21","600","488","109","67","84","67","https://s.yimg.com/iu/api/res/1.2/pqwM4qccx.bFwyCVkvf.uA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6450.png"
"428.p.6513","92","Green","Jalen","HOU","Available","","PG,SG","80.8","7.3","$6.6","100%","0.423","0.804","201","1610","423","291","66","28","191","https://s.yimg.com/iu/api/res/1.2/B_Zyu9YZGaoxNgkf0hizgQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6513.png"
"428.p.6254","93","Dort","Luguentz","OKC","Available","","SF,SG","139.3","12.1","$1.1","22%","0.438","0.826","156","860","284","113","72","47","74","https://s.yimg.com/iu/api/res/1.2/ljUFvg7MWu2r2dtHI9Urhw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6254.png"
"428.p.6417","94","Quickley","Immanuel","TOR","Questionable","GTD - Thigh","PG,SG","134.4","11.9","$1.4","97%","0.434","0.853","171","1156","259","331","50","10","101","https://s.yimg.com/iu/api/res/1.2/9hndRe2IY835ynUC1mE92w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01052024/6417.png"
"428.p.4245","95","Horford","Al","BOS","Available","","C,PF","129.0","11.4","$1.3","92%","0.511","0.867","108","562","413","168","38","62","48","https://s.yimg.com/iu/api/res/1.2/tc7VtmPtCQ9.uCWN3l6a4g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/4245.png"
"428.p.6163","96","Williamson","Zion","NOP","Questionable","GTD - Hamstring","C,PF","52.2","4.9","$16.5","100%","0.570","0.702","6","1601","406","352","77","47","193","https://s.yimg.com/iu/api/res/1.2/ovXGMvWBLMltuiMXPRd.Aw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6163.png"
"428.p.6580","97","Dosunmu","Ayo","CHI","Available","","SF,SG","","","","","0.501","0.810","119","924","216","242","68","36","103","https://s.yimg.com/iu/api/res/1.2/QpKDmnD4jTqFcNNQ7n21Iw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6580.png"
"428.p.6400","98","Toppin","Obi","IND","Available","","PF","134.8","11.9","$1.2","83%","0.573","0.770","102","843","320","128","47","43","69","https://s.yimg.com/iu/api/res/1.2/2qORYwzDvZwvenqBdhZ9zg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6400.png"
"428.p.5187","99","Schroder","Dennis","BKN","Questionable","GTD - Achilles","PG","128.5","11.4","$1.6","97%","0.435","0.836","138","1122","242","488","63","17","153","https://s.yimg.com/iu/api/res/1.2/5XAS9ouvlhOix5s3wR7t1A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132024/5187.png"
"428.p.6548","100","Giddey","Josh","OKC","Available","","PF,SF,SG","62.2","5.8","$15.5","100%","0.475","0.806","82","986","514","386","51","44","168","https://s.yimg.com/iu/api/res/1.2/mlz0socGnTyGc2L3j5dDSA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6548.png"
"428.p.5601","101","Ingram","Brandon","NOP","Available","","PF,SF,SG","52.0","4.9","$17.5","100%","0.492","0.801","86","1332","324","363","50","40","163","https://s.yimg.com/iu/api/res/1.2/EmvgwmIdJszfF6EN6VZ3Lg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/5601.png"
"428.p.5663","102","Zubac","Ivica","LAC","Available","","C","120.4","10.7","$2.6","100%","0.649","0.723","0","794","626","93","22","83","79","https://s.yimg.com/iu/api/res/1.2/Wkfz_75vaycN6igp4Dgdkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/5663.png"
"428.p.6401","103","Avdija","Deni","WAS","Available","","PF,SF","145.1","12.7","$1.1","65%","0.506","0.740","88","1102","540","286","60","36","160","https://s.yimg.com/iu/api/res/1.2/dGS8.1bXohnhparl8NUSvg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6401.png"
"428.p.6559","104","Murphy III","Trey","NOP","Available","","PF,SF","119.2","10.6","$2.0","96%","0.443","0.815","169","842","280","124","51","28","34","https://s.yimg.com/iu/api/res/1.2/772qsbz.Ukng0rYexA1A8w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6559.png"
"428.p.5650","105","Beasley","Malik","MIL","Available","","SF,SG","135.4","11.8","$1.7","5%","0.443","0.714","224","889","290","108","59","9","54","https://s.yimg.com/iu/api/res/1.2/fkkqD84_sNJsj5eWQ9NGuw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/5650.png"
"428.p.6712","106","Kessler","Walker","UTA","Questionable","GTD - Nose","C","56.7","5.3","$21.6","100%","0.654","0.602","4","518","481","60","30","154","66","https://s.yimg.com/iu/api/res/1.2/2NGuA.nFgKjbLgpuwEywcw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6712.png"
"428.p.6512","107","Cunningham","Cade","DET","Questionable","GTD - Knee","PG,SG","36.8","3.6","$24.2","100%","0.449","0.869","119","1405","268","464","56","22","212","https://s.yimg.com/iu/api/res/1.2/5yVIqUBx1lZyDgm.g4_cTw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6512.png"
"428.p.5840","108","Kuzma","Kyle","WAS","Questionable","GTD - Ankle","PF,SF","79.2","7.2","$6.3","100%","0.463","0.775","151","1553","464","296","37","49","192","https://s.yimg.com/iu/api/res/1.2/54MV15n4sTIxz_2OMkikbw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/5840.png"
"428.p.6703","109","Duren","Jalen","DET","Questionable","GTD - Back","C","87.2","7.9","$4.6","100%","0.619","0.790","0","841","709","147","33","47","129","https://s.yimg.com/iu/api/res/1.2/xJjO_Iw3y10y1V7kVBGRJQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6703.png"
"428.p.6691","110","Banchero","Paolo","ORL","Available","","PF,SF","58.5","5.5","$13.4","100%","0.455","0.725","119","1804","554","431","71","47","247","https://s.yimg.com/iu/api/res/1.2/v1i.OLBhmuI72NXQA66IcA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6691.png"
"428.p.6267","111","Strus","Max","CLE","Available","","SF,SG","131.9","11.5","$1.5","22%","0.418","0.794","168","853","338","283","64","29","112","https://s.yimg.com/iu/api/res/1.2/pL9Nkt7_ybtsWfoQfsvGZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6267.png"
"428.p.6174","112","Washington Jr.","P.J.","DAL","Available","","C,PF","127.0","11.3","$1.5","97%","0.436","0.683","132","939","411","141","72","59","96","https://s.yimg.com/iu/api/res/1.2/caPrCh31D5xoyYO1QT9lkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132024/6174.png"
"428.p.6514","113","Mobley","Evan","CLE","Available","","C,PF","43.2","4.2","$22.5","100%","0.580","0.719","22","785","468","160","45","72","90","https://s.yimg.com/iu/api/res/1.2/i.8a86zel7bRF.YcZf9BBQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6514.png"
"428.p.6048","114","Trent Jr.","Gary","TOR","Available","","PG,SG","116.4","10.4","$3.0","86%","0.426","0.771","178","974","188","119","77","10","47","https://s.yimg.com/iu/api/res/1.2/YSPLV9Ps3smUWelTaf.ixg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6048.png"
"428.p.5905","115","O'Neale","Royce","PHX","Available","","SF,SG","","","","","0.397","0.686","156","608","377","219","59","44","73","https://s.yimg.com/iu/api/res/1.2/SVjHTORrXiUrhyt8x0HlBw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02152024/5905.png"
"428.p.6208","116","Thybulle","Matisse","POR","Questionable","GTD - Ankle","SF,SG","143.7","13.0","$1.4","5%","0.397","0.759","80","354","136","90","113","49","40","https://s.yimg.com/iu/api/res/1.2/2BZMg.POQ8ufmoW.86Vy5g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6208.png"
"428.p.5651","117","LeVert","Caris","CLE","Available","","SF,SG","142.7","12.4","$1.1","13%","0.421","0.766","108","952","280","346","76","34","117","https://s.yimg.com/iu/api/res/1.2/os8GosCstE2byqM2gDLgMQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/5651.png"
